,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,label
788,226,1510067058775494658,1510067058775494658,1648863017000.0,2022-04-02 08:30:17,700,,อยากได้คุณ #ชัชชาติ เป็นผู้ว่ากทม!! เบอร์8 เบอร์8 เบอร์8,th,['ชัชชาติ'],[],768658671136104448,768658671136104448,fayebitchin,เฟย์◟✿,6,8,https://twitter.com/fayebitchin/status/1510067058775494658,[],[],0,,False,30,1,21,https://twitter.com/fayebitchin/status/1471144840931201025,#ชัชชาติ,,,,,,,[],,,,,politics
789,227,1510062950828048388,1510062950828048388,1648862037000.0,2022-04-02 08:13:57,700,,8 ปีที่สะท้อนภาพของชีวิตคนเมือง (ที่ควรจะเป็น’ กับนโยบาย ‘เส้นเลือดฝอย’ #ชัชชาติ #ชัช8าติ #เลือกตั้งผู้ว่ากทม  #ส่องทวิตยามเช้า,th,"['ชัชชาติ', 'ชัช8าติ', 'เลือกตั้งผู้ว่ากทม', 'ส่องทวิตยามเช้า']",[],1077078796065357824,1077078796065357824,InterviewHer,Ktaya l HER Interview,6,8,https://twitter.com/InterviewHer/status/1510062950828048388,[],[],0,,False,21,0,2,https://twitter.com/InterviewHer/status/1509800359270641666,#ชัชชาติ,,,,,,,[],,,,,politics
790,228,1510062781319761923,1510062781319761923,1648861997000.0,2022-04-02 08:13:17,700,,คนดีย์สาขากรุงเทพคะ ให้ชัชชาติเค้าเป็นเถอะนะ ถ้าไม่ดีมึงจะได้ด่าเค้า แบบที่กุด่าคนของมึงมาหลายปีนี่ไง สนุกดีออก ลองดู เชื่อกุค่ะ  #ชัชชาติ #ชัช8าติ,th,"['ชัชชาติ', 'ชัช8าติ']",[],63034544,63034544,zwingzet,ทํางาน ทํางาน ทํางาน,6,8,https://twitter.com/zwingzet/status/1510062781319761923,[],[],0,,False,9,0,15,,#ชัชชาติ,,,,,,,[],,,,,politics
792,230,1509969820162617345,1509969820162617345,1648839833000.0,2022-04-02 02:03:53,700,,ชัชชาติดีสุดแล้ว ฟังจบรู้เลยว่าเป็นใคร จะทำอะไร ไม่ขายฝัน จับต้องได้หมด บางคนยังบรรยายชีวิตตัวเองไม่จบเลย เข้าใจนะว่าแนะนำตัว แต่ควรเอาแต่พอดี แล้วไปขายว่าจะทำอะไรให้คนกรุง #ชัช8าติ #ชัชชาติ,th,"['ชัช8าติ', 'ชัชชาติ']",[],1338174201438466053,1338174201438466053,Kseries_addict,🐹 SeokJinnie & Series Addict 🎬 #LoveAllPlay 🏸,6,2,https://twitter.com/Kseries_addict/status/1509969820162617345,[],[],0,,False,13,0,48,https://twitter.com/workpointTODAY/status/1509861460813381635,#ชัชชาติ,,,,,,,[],,,,,politics
793,231,1509964443593019393,1509964443593019393,1648838551000.0,2022-04-02 01:42:31,700,,1 #เลือกตั้งผู้ว่ากทม  #ชัชชาติ พูดถึงแนวคิด 'เส้นเลือดฝอย' ระหว่างประชันวิสัยทัศน์ ผู้สมัครชิงเก้าอี้ผู้ว่าฯ กทม. ทาง @ThaiPBSNews  ว่า   กทม.เหมือนร่างกายคน มีระบบ 'เส้นเลือดใหญ่’ ซึ่งเปรียบเหมือน Mega Project ส่วน 'เส้นเลือดฝอย' คือความต้องการที่แตกต่างของชุมชน  https://t.co/FEdfb921VF,th,"['เลือกตั้งผู้ว่ากทม', 'ชัชชาติ']",[],1077078796065357824,1077078796065357824,InterviewHer,Ktaya l HER Interview,6,1,https://twitter.com/InterviewHer/status/1509964443593019393,[],['https://pbs.twimg.com/media/FPR4gZZVUAEDtOu.png'],1,https://pbs.twimg.com/media/FPR4gZZVUAEDtOu.png,False,15,1,12,,#ชัชชาติ,,,,,,,[],,,,,politics
794,232,1509952784292282368,1509952784292282368,1648835771000.0,2022-04-02 00:56:11,700,,อ่านๆๆ 200 นโยบายชัชชาติ เอาหมดทุกประเภทปัญหาสุขภาพ ความเป็นอยู่ คมนาคม หลายหมวดหมู่ คิดว่าครอบคลุมสุดละอะ 9 ดี 9 ด้าน อ่านต่อในเพจแกเลย  #ชัชชาติ  https://t.co/uVcLY45o1b,th,['ชัชชาติ'],[],961328715790626816,961328715790626816,arnameraiwa,Name,6,0,https://twitter.com/arnameraiwa/status/1509952784292282368,[],['https://pbs.twimg.com/media/FPRuDT1aUAIqjaQ.jpg'],1,https://pbs.twimg.com/media/FPRuDT1aUAIqjaQ.jpg,False,22,0,34,,#ชัชชาติ,,,,,,,[],,,,,politics
795,233,1509950207890706432,1509950207890706432,1648835157000.0,2022-04-02 00:45:57,700,,"นโยบาย ""เส้นเลือดฝอย"" ของชัชชาติให้ความสำคัญกับทางเท้าที่ปลอดภัยสำหรับการใช้ชีวิต ออกแบบเมืองคำนึงถึง Universal design   #ชัชชาติ  #ผู้ว่ากทม  https://t.co/7iiteCDMAL",th,"['ชัชชาติ', 'ผู้ว่ากทม']",[],961328715790626816,961328715790626816,arnameraiwa,Name,6,0,https://twitter.com/arnameraiwa/status/1509950207890706432,[],"['https://pbs.twimg.com/media/FPRrtQ5agAc4_xE.jpg', 'https://pbs.twimg.com/media/FPRrtRCaQAEnCqt.jpg', 'https://pbs.twimg.com/media/FPRrtRnaMAADCUC.jpg']",1,https://pbs.twimg.com/media/FPRrtQ5agAc4_xE.jpg,False,22,0,34,,#ชัชชาติ,,,,,,,[],,,,,politics
796,234,1509949777114705922,1509949777114705922,1648835055000.0,2022-04-02 00:44:15,700,,เข้าไปดูนโยบายคุณชัชชาติเถอะ คิดออกมาแทบจะเก็บทุกเม็ดปัญหา กทม. ระดับเส้นเลือดฝอยที่ใช้ชีวิตประจำวันอย่างการเดินเท้า ยันการออกแบบuniversal design สมกับที่เขาลงพื้นที่ดูปัญหาตลอด  #ชัชชาติ  https://t.co/NG2BzHHx20,th,['ชัชชาติ'],[],961328715790626816,961328715790626816,arnameraiwa,Name,6,0,https://twitter.com/arnameraiwa/status/1509949777114705922,[],['https://pbs.twimg.com/media/FPRrUTbaAAALNIP.jpg'],1,https://pbs.twimg.com/media/FPRrUTbaAAALNIP.jpg,False,53,0,253,,#ชัชชาติ,,,,,,,[],,,,,politics
797,235,1509933939414437888,1509933939414437888,1648831279000.0,2022-04-01 23:41:19,700,,อย่างชอบ #ชัชชาติ คูมพ่อต้องมี energy แบบนี้เปล่งประกายออกมาเป็นระยะๆนะคะ FC ปรารถนา   ยุคนี้มันโหดร้าย ตัวเอกต้องสู้คน🥷  “เราถือว่าเราเป็นความหวังของคนกรุงเทพ ไม่ได้เป็นผู้นำของความขัดแย้ง”  👉1ภาพตัดกำลังไป3;ผู้ว่า&amp;รองเก่า+ผู้สมัครจากสีฟ้า 👉1ประโยคตัดกำลังสีส้ม  #ผู้ว่ากทม  https://t.co/ubaQOsjZPn,th,"['ชัชชาติ', 'ผู้ว่ากทม']",[],2944197248,2944197248,DrBorisutH,Dr Borisut Hanpanich,5,23,https://twitter.com/DrBorisutH/status/1509933939414437888,[],['https://pbs.twimg.com/media/FPRc6amaAAEvn24.jpg'],1,https://pbs.twimg.com/media/FPRc6amaAAEvn24.jpg,False,19,2,5,,#ชัชชาติ,,,,,,,[],,,,,politics
798,236,1509915685928902656,1509915685928902656,1648826927000.0,2022-04-01 22:28:47,700,,เจอป้ายหาเสียง #ชัชชาติ  แล้วดีใจประหนึ่งเล่น Pokémon GO   อ่ะ ไหนใครเจอป้ายชัชชาติที่ไหนบ้าง ส่งมาให้ดูหน่อยเร้ววว~  #เลือกตั้งผู้ว่ากทม #ส่องทวิตยามเช้า  https://t.co/zzdnyaxmq8,th,"['ชัชชาติ', 'เลือกตั้งผู้ว่ากทม', 'ส่องทวิตยามเช้า']",[],1077078796065357824,1077078796065357824,InterviewHer,Ktaya l HER Interview,5,22,https://twitter.com/InterviewHer/status/1509915685928902656,[],['https://pbs.twimg.com/media/FPRMKJvVEAMcXJh.jpg'],1,https://pbs.twimg.com/media/FPRMKJvVEAMcXJh.jpg,False,65,1,36,,#ชัชชาติ,,,,,,,[],,,,,politics
799,237,1509914495954853892,1509913953564229634,1648826643000.0,2022-04-01 22:24:03,700,,มันคือแต่มบุญที่นุทวิตให้ข้อมูลที่อ.เคยสัมฯ แล้วไวรัลใช่ปะคะ 5555  พลังงานบวกอ. #ชัชชาติ สูงมากกกกก แต่สูงแบบไม่คุกคาม จน anxious introvert อย่างฉันไม่อึดอัด คุยด้วยได้เพลินๆ เลย  แต่มองกดดันให้บอกนามปากกากับโฆษณานิยายเนี่ย… 🥲 ฮือ,th,['ชัชชาติ'],[],15629639,15629639,brown_sucre,จตุรดา เอื้องอลิน เมพหมี น้ำตาล,5,22,https://twitter.com/brown_sucre/status/1509914495954853892,[],[],0,,False,7,0,3,,#ชัชชาติ,,,,,,,[],,,,,politics
800,238,1509913953564229634,1509913953564229634,1648826514000.0,2022-04-01 22:21:54,700,,"เพื่อนแท็กบอกว่า #ชัชชาติ มาบางพลัด นี่ก็ไปถามในไลฟ์จนรู้ว่าวัดรวก เปลี่ยนเสื้อผ้า พอบอกแม่ว่าจะไปไหนนึกว่านางจะด่า  ""ไปด้วย แม่ชอบเขา!""  แล้วก็เดินเข้าตรอกตามไปดักตรงโค้งทางออก พอขอถ่ายรูปคู่ก็โดนอ.ลากเข้าไลฟ์ ให้บอกนามปากกา ชื่อนิยาย   อ.คะ...  ละคนในไลฟ์เมนต์สแปมนามปากกาอีก55  https://t.co/N7NaN7SNb3",th,['ชัชชาติ'],[],15629639,15629639,brown_sucre,จตุรดา เอื้องอลิน เมพหมี น้ำตาล,5,22,https://twitter.com/brown_sucre/status/1509913953564229634,[],['https://pbs.twimg.com/media/FPRKu-GacAEOnGQ.jpg'],1,https://pbs.twimg.com/media/FPRKu-GacAEOnGQ.jpg,False,19,1,9,,#ชัชชาติ,,,,,,,[],,,,,politics
802,240,1509877333850791940,1509877333850791940,1648817783000.0,2022-04-01 19:56:23,700,,ชอบแคมเปญนี้ด่าแบบที่ไม่ต้องด่า ไม่เลือกชัชชาติมันมาแน่แต่คนกรุงเทพนี้ก็ไม่แน่เอาแน่เอานอนไม่ได้ถ้า ปชป.ก็เตรียมอยู่เหมือนเดิมได้เลย  สนับสนุนเลือกชัชชาติมาทำกรุงเทพฯให้เป็นเมืองน่าอยู่จำไว้เบอร์ 8 เท่านั้น #ชัชชาติ #เบอร์8 #เลือกตั้งกรุงเทพ #ผู้ว่ากทม #ผู้ว่ากรุงเทพ #ชัช8าติ  https://t.co/VA9LtPawks,th,"['ชัชชาติ', 'เบอร์8', 'เลือกตั้งกรุงเทพ', 'ผู้ว่ากทม', 'ผู้ว่ากรุงเทพ', 'ชัช8าติ']",[],1405175678010499072,1405175678010499072,HatyaiTrainer,NK H,5,19,https://twitter.com/HatyaiTrainer/status/1509877333850791940,[],['https://pbs.twimg.com/media/FPQpbsGUcAcoxrV.jpg'],1,https://pbs.twimg.com/media/FPQpbsGUcAcoxrV.jpg,False,19,0,22,,#ชัชชาติ,,,,,,,[],,,,,politics
803,241,1509861897444954119,1509861897444954119,1648814102000.0,2022-04-01 18:55:02,700,,"เลือกตั้งผู้ว่าฯกทม.เริ่มแล้ว ดาว8 ราหูกุมดวงเมือง ตัวเลขนั้นสำคัญไฉน?,ชิมมะม่วง 30 สายพันธุ์ 1-13เมษาที่วัดสวนแก้ว #ชัชชาติ #เลือกตั้งผู้ว่ากทม #หวย  ดูคลิปฉบับเต็ม “กัลยาโณโอเค” ล่าสุด EP.120 ได้ที่นี่   https://t.co/39IANuUx19   https://t.co/jbxdEWywRU  https://t.co/liKWR1xvde",th,"['ชัชชาติ', 'เลือกตั้งผู้ว่ากทม', 'หวย']",[],147870979,147870979,lokwannee,โลกวันนี้,5,18,https://twitter.com/lokwannee/status/1509861897444954119,"['https://youtu.be/FCAt-Tv8p-0', 'https://www.facebook.com/lokwannee/videos/711809856762445']",[],1,https://pbs.twimg.com/ext_tw_video_thumb/1509861842675695617/pu/img/3rufl5jMxLowDPe3.jpg,False,6,0,2,,#ชัชชาติ,,,,,,,[],,,,,politics
804,242,1509852422625132546,1509852422625132546,1648811843000.0,2022-04-01 18:17:23,700,,#ชัชชาติ ตอบอย่างไร เมื่อถูกถามว่าอิสระจริงไหม? ระหว่างลงพื้นที่หาเสียงชุมชนวัดรวกบางบำหรุ ซอยจรัญสนิทวงศ์ 57 ส่วน #สุชัชวีร์ ลุยหาเสียงเขตราษฎร์บูรณะ ย้ำทุกพื้นที่ต้องเจริญเท่าเทียมกัน #ปลุกกรุงเทพฯ #เลือกตั้งผู้ว่าฯ65  https://t.co/68pIcfSGG6,th,"['ชัชชาติ', 'สุชัชวีร์', 'ปลุกกรุงเทพฯ', 'เลือกตั้งผู้ว่าฯ65']",[],2294029646,2294029646,ThaiPBSNews,Thai PBS News,5,18,https://twitter.com/ThaiPBSNews/status/1509852422625132546,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1509852025185472522/pu/img/oY7hfItiUkMkSYa2.jpg,False,14,2,17,,#ชัชชาติ,,,,,,,[],,,,,politics
805,243,1509842021414207491,1509842021414207491,1648809364000.0,2022-04-01 17:36:04,700,,"#เรื่องเด่นเย็นนี้   #ชัชชาติ ยืนยันลงเลือกตั้งอิสระ ""ไม่เกี่ยวกับพรรคไหน""  แต่เห็นกองเชียร์บางพรรค พยายามเคลมและทำให้คนเข้าใจ ว่าเป็นตัวแทนพรรคที่ตัวเองแบกอยู่น๊าาาา 😁  #เลือกตั้งผู้ว่ากทม",th,"['เรื่องเด่นเย็นนี้', 'ชัชชาติ', 'เลือกตั้งผู้ว่ากทม']",[],66623777,66623777,meVnus,V Nus,5,17,https://twitter.com/meVnus/status/1509842021414207491,[],[],0,,False,50,10,14,,#ชัชชาติ,,,,,,,[],,,,,politics
806,244,1509819632773136385,1509819632773136385,1648804026000.0,2022-04-01 16:07:06,700,,ที่จริงชัชชาติจับได้เบอร์0 แต่ด้วยความแข็งแกร่ง ทำให้เลข0 บิดตัวกลายเป็นเลข 8 ความแข็งแกร่งแบบinfinity #เบอร์8 #ชัชชาติ,th,"['เบอร์8', 'ชัชชาติ']",[],154932334,154932334,JxrxsxrxMiss,แงวซ้ม |||,5,16,https://twitter.com/JxrxsxrxMiss/status/1509819632773136385,[],[],0,,False,10,0,12,https://twitter.com/chadchart_trip/status/1509540476407353346,#ชัชชาติ,,,,,,,[],,,,,politics
807,245,1509812684627140614,1509812684627140614,1648802369000.0,2022-04-01 15:39:29,700,,พอชัชชาติบอก เดี๋ยวผมมาช่วย คือมีความหวังเลยอะ #ชัชชาติ #เลือกตั้งผู้ว่าฯกทม  https://t.co/4MFi817rCS,th,"['ชัชชาติ', 'เลือกตั้งผู้ว่าฯกทม']",[],1338174201438466053,1338174201438466053,Kseries_addict,🐹 SeokJinnie & Series Addict 🎬 #LoveAllPlay 🏸,5,15,https://twitter.com/Kseries_addict/status/1509812684627140614,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1509812642503745540/pu/img/T2iDa2vDaJfoe1GU.jpg,False,7,0,5,,#ชัชชาติ,,,,,,,[],,,,,politics
808,246,1509809906169573381,1509809906169573381,1648801707000.0,2022-04-01 15:28:27,700,,นโยบายของคุณชัชชาติคือดีมาก ไม่รู้จะอวยไร เลิกอวย ไปอ่านกันเอาเอง เบอร์ 8 เลยจ้าา #ชัชชาติ #ผู้ว่ากรุงเทพ #เลือกตั้งผู้ว่าฯกทม  https://t.co/0rKLofypts,th,"['ชัชชาติ', 'ผู้ว่ากรุงเทพ', 'เลือกตั้งผู้ว่าฯกทม']",[],1033077457543282688,1033077457543282688,nooknitithorn,จินุโกะ แซ่จึ้ง 🤍,5,15,https://twitter.com/nooknitithorn/status/1509809906169573381,['https://www.facebook.com/532747176786139/posts/5163648480362629/?d=n'],[],0,,False,21,0,11,,#ชัชชาติ,,,,,,,[],,,,,politics
809,247,1509808079411417089,1509808079411417089,1648801271000.0,2022-04-01 15:21:11,700,,ความเจ๋งคือเจ้าของโพสบ่ายสอง สามทุ่มวันเดียวกันเอาไปใช้จริงแล้ว ขออนุญาตเรียบร้อย ทีมงานโซเชียลรวมถึงตัวคุณชัชชาติเองทำงานไวมาก #ชัชชาติ #ชัช8าติ,th,"['ชัชชาติ', 'ชัช8าติ']",[],155163200,155163200,nidlittle,NidLiTTLe,5,15,https://twitter.com/nidlittle/status/1509808079411417089,[],[],0,,False,17,0,14,https://twitter.com/chadchart_trip/status/1509540476407353346,#ชัชชาติ,,,,,,,[],,,,,politics
810,248,1509807783927250945,1509807783927250945,1648801201000.0,2022-04-01 15:20:01,700,,ออกนอกหน้า #ชัชชาติ  https://t.co/dxORceUFHe,th,['ชัชชาติ'],[],1035573174342012929,1035573174342012929,bangkokgag,Bangkokgag,5,15,https://twitter.com/bangkokgag/status/1509807783927250945,[],['https://pbs.twimg.com/media/FPPqLNcakAMdBl7.jpg'],1,https://pbs.twimg.com/media/FPPqLNcakAMdBl7.jpg,False,80,1,68,,#ชัชชาติ,,,,,,,[],,,,,politics
811,249,1509804265425956867,1509804265425956867,1648800362000.0,2022-04-01 15:06:02,700,,ชอบภาพประกอบ #ชัชชาติ  https://t.co/QGW3E61bGV,th,['ชัชชาติ'],[],1338174201438466053,1338174201438466053,Kseries_addict,🐹 SeokJinnie & Series Addict 🎬 #LoveAllPlay 🏸,5,15,https://twitter.com/Kseries_addict/status/1509804265425956867,[],['https://pbs.twimg.com/media/FPPm-QNVUAIM8Av.jpg'],1,https://pbs.twimg.com/media/FPPm-QNVUAIM8Av.jpg,False,19,0,17,,#ชัชชาติ,,,,,,,[],,,,,politics
812,250,1509800359270641666,1509800359270641666,1648799431000.0,2022-04-01 14:50:31,700,,ปี 57 #ชัชชาติ ในตอนนั้นเป็น รมต.คมนาคม ปั่นจักรยานไปเลือกตั้ง ต่อมา 8 ปีให้หลัง (31 มี.ค. 65) แกก็ปั่นจักรยานมาสมัคร #ผู้ว่ากทม.ในนามอิสระ . #เลือกตั้งผู้ว่าฯกทม #ชัช8าติ เบอร์ 8  https://t.co/2BHGPoKzxS,th,"['ชัชชาติ', 'ผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯกทม', 'ชัช8าติ']",[],1077078796065357824,1077078796065357824,InterviewHer,Ktaya l HER Interview,5,14,https://twitter.com/InterviewHer/status/1509800359270641666,[],"['https://pbs.twimg.com/media/FPPjXdqVcAA-_4Y.jpg', 'https://pbs.twimg.com/media/FPPjXxwVcAMUVKV.jpg']",1,https://pbs.twimg.com/media/FPPjXdqVcAA-_4Y.jpg,False,31,2,32,,#ชัชชาติ,,,,,,,[],,,,,politics
814,252,1509794900069740547,1509794900069740547,1648798129000.0,2022-04-01 14:28:49,700,,ทำไม #ชัชชาติ ตลอดที่เป็นรัฐมนตรี ไม่มีผลงานอะไรเลย นอกจาก ทำให้ไทยติด ธงแดง จาก ICAO เป็นครั้งแรก ของโลก   กับผลงานถือถุงแกง คือหนูต้องให้คนแบบลุงมาบริหารกรุงเทพจริงหรอ  แถมเคยสนับสนุนการเขียนกฎหมายพ้นผิดให้ลุงโทนี้  โดนไม่ต้องติดคุก ลุง #ชัชชาติ ร่วมทำลายนิติรัฐ ต้องการอะไร,th,"['ชัชชาติ', 'ชัชชาติ']",[],1294662173189238784,1294662173189238784,redguard1966,ยุวชนแดง noEmpathy,5,14,https://twitter.com/redguard1966/status/1509794900069740547,[],[],0,,False,20,3,11,https://twitter.com/chadchart_trip/status/1509513411142766592,#ชัชชาติ,,,,,,,[],,,,,politics
815,253,1509794818079490049,1509513411142766592,1648798109000.0,2022-04-01 14:28:29,700,,@chadchart_trip ทำไม #ชัชชาติ ตลอดที่เป็นรัฐมนตรี ไม่มีผลงานอะไรเลย นอกจาก ทำให้ไทยติด ธงแดง จาก ICAO เป็นครั้งแรก ของโลก   กับผลงานถือถุงแกง คือหนูต้องให้คนแบบลุงมาบริหารกรุงเทพจริงหรอ  แถมเคยสนับสนุนการเขียนกฎหมายพ้นผิดให้ลุงโทนี้  โดนไม่ต้องติดคุก ลุง #ชัชชาติ ร่วมทำลายนิติรัฐ ต้องการอะไร,th,"['ชัชชาติ', 'ชัชชาติ']",[],1294662173189238784,1294662173189238784,redguard1966,ยุวชนแดง noEmpathy,5,14,https://twitter.com/redguard1966/status/1509794818079490049,[],[],0,,False,6,2,1,,#ชัชชาติ,,,,,,,"[{'screen_name': 'chadchart_trip', 'name': 'ชัชชาติ สิทธิพันธุ์', 'id': '1098876467289542656'}]",,,,,politics
816,254,1509793650284240898,1509793650284240898,1648797831000.0,2022-04-01 14:23:51,700,,ปัจจัยในการเลือกตั้ง ผู้ว่า กทม มี 2 ข้อ 1. นโยบายที่โดนใจคน กรุงเทพ ส่วนใหญ่  2. สก และ ตัวผู้สมัครและทีม ที่ลงไปหาเสียง พบ ประชาชน มากที่สุด ข้อ 1 และ 2 คือ ปัจจัยการแข่งขัน เท่านั้น #เลือกตั้งผู้ว่าฯ65  #ส่องทวิตยามเช้า #ก้าวไกล  #ชัชชาติ  #ไทยสร้างไทย  #ห้องส่องทางไกล  https://t.co/WyslUBAZAb,th,"['เลือกตั้งผู้ว่าฯ65', 'ส่องทวิตยามเช้า', 'ก้าวไกล', 'ชัชชาติ', 'ไทยสร้างไทย', 'ห้องส่องทางไกล']",[],1456542449354956803,1456542449354956803,Ben51778340,Ben 💀💀💀,5,14,https://twitter.com/Ben51778340/status/1509793650284240898,[],"['https://pbs.twimg.com/media/FPPdUc6VIAIkOVQ.jpg', 'https://pbs.twimg.com/media/FPPdUc8VcAE_f9g.jpg']",1,https://pbs.twimg.com/media/FPPdUc6VIAIkOVQ.jpg,False,17,2,10,,#ชัชชาติ,,,,,,,[],,,,,politics
817,255,1509790191116251136,1509790191116251136,1648797006000.0,2022-04-01 14:10:06,700,,เจาะฐานเสียงคนกรุง วัดพลัง 2 ขั้วการเมืองแย่งแต้ม 'ศึกชิงผู้ว่าฯ กทม.'  #VoiceOnline #ชัชชาติ #สุชัชวีร์ #วิโรจน์ #อัศวิน #สกลธี  #ผู้ว่าฯกทม   https://t.co/dGEUIYiR5H,th,"['voiceonline', 'ชัชชาติ', 'สุชัชวีร์', 'วิโรจน์', 'อัศวิน', 'สกลธี', 'ผู้ว่าฯกทม']",[],53864669,53864669,VoiceTVOfficial,Voice TV,5,14,https://twitter.com/VoiceTVOfficial/status/1509790191116251136,['https://www.voicetv.co.th/read/CADPDInYj'],[],0,,False,33,1,13,,#ชัชชาติ,,,,,,,[],,,,,politics
818,256,1509786799354175489,1509786799354175489,1648796198000.0,2022-04-01 13:56:38,700,,เมื่อวานส้มส้มไปดิ้นกันเต็มเลยตอนสัมภาษณ์กับคุณสรยุทธ์ พอมาข้อความนี้บ้างอ่ะ โอ้ยยย รีกันน้อย รับรู้กันน้อยมาก #ชัชชาติ ไม่ชัดเจนเรื่องของประชาธิปไตย 😌😌😌😌😌  https://t.co/Majdmq2Fyo,th,['ชัชชาติ'],[],1465704750821756938,1465704750821756938,tealive14,ไฮโซคอร์กี้ พรรคนี้เบอร์ 8 เท่านั้น,5,13,https://twitter.com/tealive14/status/1509786799354175489,[],['https://pbs.twimg.com/media/FPPWmBzVcAIkBW6.jpg'],1,https://pbs.twimg.com/media/FPPWmBzVcAIkBW6.jpg,False,11,0,9,,#ชัชชาติ,,,,,,,[],,,,,politics
819,257,1509780344807260165,1509780344807260165,1648794659000.0,2022-04-01 13:30:59,700,,ผู้สมัครชิงผู้ว่าฯ เขาสนิทกับอั้มเนโกะด้วยเหรอ? #ชัชชาติ  https://t.co/iB5gB4AYAv,th,['ชัชชาติ'],[],122264139,122264139,keng_kitty,Kitty is a Minion,5,13,https://twitter.com/keng_kitty/status/1509780344807260165,[],['https://pbs.twimg.com/media/FPPQ_5OacAQqVT3.png'],1,https://pbs.twimg.com/media/FPPQ_5OacAQqVT3.png,False,85,8,32,,#ชัชชาติ,,,,,,,[],,,,,politics
820,258,1509777948915601412,1509777948915601412,1648794087000.0,2022-04-01 13:21:27,700,,UPDATE : เช้าวันนี้ ชัชชาติ สิทธิพันธุ์ ผู้สมัครผู้ว่าฯ กทม. เบอร์ 8 ลงพื้นที่เขตบางพลัด โดยมีผู้ค้าและประชาชนให้การต้อนรับอบอุ่น พบปัญหาการเดินทางเข้าออกซอยย่อย การเข้าถึงบริการสาธารณสุข ย้ำกทม. ต้องสร้างความเท่าเทียม . #ชัชชาติ #ผู้ว่ากทม #เลือกตั้งผู้ว่ากทม #BKK2022 #WANTVOICE  https://t.co/4aFQSFwfFv,th,"['ชัชชาติ', 'ผู้ว่ากทม', 'เลือกตั้งผู้ว่ากทม', 'bkk2022', 'wantvoice']",[],1209359858203385858,1209359858203385858,thefrictionth,The FRICTION,5,13,https://twitter.com/thefrictionth/status/1509777948915601412,[],['https://pbs.twimg.com/media/FPPPB73VcAEK4Fn.jpg'],1,https://pbs.twimg.com/media/FPPPB73VcAEK4Fn.jpg,False,11,0,4,,#ชัชชาติ,,,,,,,[],,,,,politics
821,259,1509776234464440322,1509776234464440322,1648793679000.0,2022-04-01 13:14:39,700,,ชัชชาติ ลงพื้นที่ชุมชนบางพลัด พบปัญหาอื้อ ย้ำกทม.ต้องสร้างความเท่าเทียม #ชัชชาติ  #ผู้ว่ากทม  #เลือกตั้งผู้ว่ากทม  #เลือกตั้งผู้ว่าฯ65   https://t.co/mMk7JkoRQS,th,"['ชัชชาติ', 'ผู้ว่ากทม', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65']",[],266946216,266946216,KhaosodOnline,ข่าวสด,5,13,https://twitter.com/KhaosodOnline/status/1509776234464440322,['https://www.khaosod.co.th/politics/news_6975309'],[],0,,False,21,1,4,,#ชัชชาติ,,,,,,,[],,,,,politics
822,260,1509772488431247362,1509772488431247362,1648792786000.0,2022-04-01 12:59:46,700,,สภาพหูเรา หลังจากเมื่อคืนได้รับสายจาก #ชัชชาติ @chadchart_trip  https://t.co/HG7cswgsmF,th,['ชัชชาติ'],[],1305426687044149248,1305426687044149248,prachathipatype,ประชาธิปไทป์,5,12,https://twitter.com/prachathipatype/status/1509772488431247362,[],['https://pbs.twimg.com/media/FPPKEnAacAIkmnJ.jpg'],1,https://pbs.twimg.com/media/FPPKEnAacAIkmnJ.jpg,False,31,1,39,,#ชัชชาติ,,,,,,,[],,,,,politics
823,261,1509769913606766595,1509769913606766595,1648792172000.0,2022-04-01 12:49:32,700,,ชัชชาติ ชัดเจน #ชัชชาติ  https://t.co/bnCTOZC3BP,th,['ชัชชาติ'],[],1295188732404891651,1295188732404891651,WatcharinWanna3,Incarnate,5,12,https://twitter.com/WatcharinWanna3/status/1509769913606766595,[],['https://pbs.twimg.com/media/FPPHuvFaAAAd8hV.jpg'],1,https://pbs.twimg.com/media/FPPHuvFaAAAd8hV.jpg,False,26,0,7,,#ชัชชาติ,,,,,,,[],,,,,politics
